MSZoning,LotFrontage,LotArea,Street,LandContour,Neighborhood,BldgType,HouseStyle,YearBuilt,RoofMatl,Exterior2nd,MasVnrType,MasVnrArea,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,TotalBsmtSF,HeatingQC,CentralAir,Electrical,GrLivArea,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,PoolQC,Fence,SaleType,SaleCondition,SalePrice,TotBath,TotalPorchSF,Pool
FV,40.0,3951,Pave,Lvl,Somerst,TwnhsE,2Story,2009,CompShg,VinylSd,Stone,76.0,TA,PConc,Gd,TA,Av,Unf,612,Ex,Y,SBrkr,1224,Gd,Typ,0,NA,Detchd,RFn,2,TA,TA,Y,0,NA,NA,New,Partial,164500,3,234,No
C (all),105.0,8470,Pave,Lvl,IDOTRR,1Fam,1.5Fin,1915,CompShg,Plywood,None,0.0,Fa,CBlock,TA,Fa,No,Unf,1013,TA,N,SBrkr,1526,Fa,Typ,0,NA,NA,NA,0,NA,NA,N,0,NA,MnPrv,ConLD,Abnorml,85000,1,156,No
RL,60.0,8070,Pave,Lvl,CollgCr,1Fam,1Story,1994,CompShg,VinylSd,None,0.0,TA,PConc,Gd,TA,No,GLQ,990,Ex,Y,SBrkr,990,TA,Typ,0,NA,NA,NA,0,NA,NA,Y,0,NA,NA,WD,Normal,123600,2,0,No
RL,60.0,7200,Pave,Lvl,NAmes,1Fam,1Story,1950,CompShg,Wd Sdng,None,0.0,TA,Slab,NA,NA,NA,NA,0,TA,Y,FuseA,1040,TA,Typ,0,NA,Detchd,Unf,2,TA,TA,Y,0,NA,NA,WD,Normal,109900,1,29,No
RL,85.0,8500,Pave,Lvl,NAmes,1Fam,1Story,1961,CompShg,HdBoard,BrkCmn,203.0,TA,CBlock,TA,TA,No,Rec,1235,TA,Y,SBrkr,1235,TA,Typ,0,NA,Attchd,Unf,2,TA,TA,Y,0,NA,GdWo,WD,Abnorml,98600,1,0,No
RL,80.0,13360,Pave,HLS,Crawfor,1Fam,1Story,1921,CompShg,Wd Sdng,None,0.0,Gd,BrkTil,Gd,TA,No,ALQ,876,Ex,Y,SBrkr,964,TA,Typ,0,NA,Detchd,Unf,2,TA,TA,Y,0,NA,NA,WD,Normal,163500,2,44,No
C (all),60.0,7200,Pave,Lvl,OldTown,2fmCon,2.5Unf,1910,CompShg,MetalSd,None,0.0,TA,BrkTil,TA,Fa,Mn,Rec,1214,Ex,N,SBrkr,2291,TA,Typ,1,Gd,Detchd,Unf,2,TA,TA,Y,0,NA,NA,WD,Normal,133900,3,99,No
RL,69.0,9337,Pave,Lvl,CollgCr,1Fam,2Story,1997,CompShg,VinylSd,None,0.0,Gd,PConc,Gd,TA,No,GLQ,824,Ex,Y,SBrkr,1786,Gd,Typ,0,NA,Attchd,RFn,2,TA,TA,Y,0,NA,NA,WD,Normal,204750,4,162,No
RL,70.0,9765,Pave,Lvl,Gilbert,1Fam,2Story,1993,CompShg,VinylSd,BrkFace,68.0,Gd,PConc,Gd,Gd,No,ALQ,680,Gd,Y,SBrkr,1470,TA,Typ,1,TA,BuiltIn,Fin,2,TA,TA,Y,232,NA,NA,WD,Normal,185000,3,63,No
RL,78.0,10264,Pave,Lvl,CollgCr,1Fam,1Story,1999,CompShg,VinylSd,BrkFace,183.0,TA,PConc,Gd,TA,Av,ALQ,1588,Ex,Y,SBrkr,1588,Gd,Typ,0,NA,Attchd,RFn,2,TA,TA,Y,158,NA,NA,WD,Normal,214000,2,29,No
RL,73.0,10921,Pave,HLS,Edwards,1Fam,1Story,1965,CompShg,HdBoard,BrkFace,48.0,TA,CBlock,TA,TA,No,Rec,960,TA,Y,FuseF,960,TA,Typ,0,NA,Attchd,Fin,1,TA,TA,P,120,NA,NA,WD,Normal,94750,2,0,No
RL,85.0,10625,Pave,Lvl,Edwards,1Fam,1Story,1920,CompShg,Wd Sdng,None,0.0,TA,BrkTil,TA,TA,No,ALQ,458,Fa,N,SBrkr,835,TA,Typ,0,NA,Basment,Unf,1,Fa,TA,Y,0,NA,NA,COD,Abnorml,83000,1,77,No
RL,77.0,9320,Pave,Lvl,NAmes,1Fam,1Story,1959,CompShg,Plywood,None,0.0,TA,CBlock,TA,TA,No,ALQ,950,Fa,Y,SBrkr,1225,TA,Typ,0,NA,NA,NA,0,NA,NA,Y,352,NA,NA,WD,Normal,128950,3,0,No
RL,70.0,10603,Pave,Lvl,NWAmes,1Fam,1Story,1977,CompShg,Plywood,BrkFace,28.0,TA,PConc,TA,TA,Mn,ALQ,1610,Gd,Y,SBrkr,1610,Gd,Typ,2,TA,Attchd,RFn,2,TA,TA,Y,168,NA,NA,WD,Normal,205000,3,68,No
RL,77.0,9206,Pave,Lvl,SawyerW,1Fam,2Story,1985,CompShg,HdBoard,BrkFace,336.0,TA,CBlock,Gd,TA,No,Unf,741,TA,Y,SBrkr,1732,Gd,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,192,NA,NA,WD,Normal,178000,3,46,No
RL,64.0,7018,Pave,Bnk,SawyerW,Duplex,1Story,1979,CompShg,HdBoard,None,0.0,Fa,Slab,NA,NA,NA,NA,0,TA,Y,SBrkr,1535,TA,Typ,0,NA,Attchd,Unf,2,TA,TA,Y,0,NA,NA,WD,Alloca,118964,2,0,No
RL,94.0,10402,Pave,Lvl,CollgCr,1Fam,1Story,2009,CompShg,VinylSd,None,0.0,TA,PConc,Gd,TA,No,Unf,1226,Ex,Y,SBrkr,1226,Gd,Typ,0,NA,Attchd,RFn,3,TA,TA,Y,0,NA,NA,WD,Normal,198900,2,36,No
RM,70.0,7758,Pave,Lvl,IDOTRR,1Fam,1.5Fin,1931,CompShg,Stucco,BrkFace,600.0,Fa,PConc,TA,TA,No,LwQ,1040,Ex,Y,FuseF,1818,TA,Typ,2,TA,Detchd,Unf,1,TA,TA,Y,0,NA,NA,WD,Normal,169500,2,184,No
FV,75.0,9375,Pave,Lvl,Somerst,1Fam,2Story,2003,CompShg,VinylSd,BrkFace,768.0,TA,PConc,Ex,TA,No,Unf,1053,Ex,Y,SBrkr,1992,Gd,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,140,NA,NA,WD,Normal,250000,3,45,No
RM,60.0,10800,Pave,Lvl,OldTown,1Fam,1Story,1885,CompShg,VinylSd,None,0.0,TA,BrkTil,Fa,TA,No,Unf,641,Gd,Y,SBrkr,1047,TA,Typ,0,NA,Detchd,Unf,1,Fa,Fa,N,0,NA,NA,WD,Normal,100000,1,0,No
RM,50.0,6000,Pave,Lvl,OldTown,1Fam,1Story,1948,CompShg,VinylSd,None,0.0,TA,CBlock,TA,TA,No,ALQ,789,Ex,Y,SBrkr,789,TA,Typ,0,NA,Detchd,Unf,1,TA,TA,Y,0,NA,NA,WD,Partial,115000,1,0,No
RM,85.0,8500,Pave,Lvl,IDOTRR,1Fam,1.5Fin,1919,CompShg,CmentBd,None,0.0,TA,CBlock,TA,TA,No,Unf,793,TA,N,FuseF,1517,Fa,Typ,0,NA,NA,NA,0,NA,NA,N,0,NA,NA,WD,Normal,115000,2,144,No
RL,105.0,11751,Pave,Lvl,NWAmes,1Fam,1Story,1977,CompShg,Plywood,BrkFace,480.0,TA,CBlock,Gd,TA,No,BLQ,1844,Ex,Y,SBrkr,1844,TA,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,0,NA,MnPrv,COD,Normal,190000,2,122,No
RL,75.0,9525,Pave,Lvl,Edwards,1Fam,1.5Fin,1954,CompShg,Wd Sdng,None,0.0,TA,CBlock,TA,Fa,No,Rec,994,Gd,Y,SBrkr,1855,TA,Typ,0,NA,Attchd,Unf,1,TA,TA,Y,182,NA,NA,WD,Normal,136900,2,0,No
RL,70.0,7750,Pave,Lvl,Gilbert,1Fam,SLvl,2000,CompShg,VinylSd,None,0.0,TA,PConc,Gd,TA,No,GLQ,384,Ex,Y,SBrkr,1430,TA,Typ,1,TA,BuiltIn,Fin,2,TA,TA,Y,180,NA,NA,WD,Normal,180000,3,0,No
RL,77.0,9965,Pave,Lvl,CollgCr,1Fam,2Story,2007,CompShg,VinylSd,Stone,220.0,TA,PConc,Ex,TA,Av,GLQ,1264,Ex,Y,SBrkr,2696,Ex,Typ,1,Gd,BuiltIn,Fin,3,TA,TA,Y,120,NA,NA,New,Partial,383970,4,352,No
RL,70.0,21000,Pave,Bnk,Crawfor,1Fam,1Story,1953,CompShg,Wd Sdng,BrkFace,184.0,Gd,CBlock,Gd,TA,Mn,ALQ,1809,TA,Y,SBrkr,2259,Gd,Typ,2,Gd,Basment,Unf,2,TA,TA,Y,166,NA,MnPrv,COD,Abnorml,217000,3,312,No
RL,61.0,7259,Pave,Lvl,Crawfor,1Fam,2Story,1945,CompShg,Wd Sdng,None,0.0,TA,CBlock,TA,TA,No,ALQ,1028,Ex,Y,SBrkr,2320,Gd,Typ,1,TA,Detchd,Unf,1,TA,TA,Y,224,NA,MnPrv,WD,Normal,259500,4,0,No
FV,34.0,3230,Pave,Lvl,Somerst,TwnhsE,2Story,1999,CompShg,MetalSd,BrkFace,1129.0,TA,PConc,Gd,TA,No,GLQ,729,Gd,Y,SBrkr,1458,TA,Typ,1,Fa,Detchd,Unf,2,TA,TA,Y,0,NA,NA,WD,Normal,176000,3,32,No
RL,70.0,11616,Pave,Lvl,Sawyer,1Fam,1Story,1962,CompShg,Wd Sdng,BrkFace,116.0,TA,CBlock,TA,TA,No,LwQ,1092,TA,Y,SBrkr,1092,TA,Typ,1,Po,Attchd,Unf,1,TA,TA,Y,0,NA,NA,WD,Normal,139000,2,164,No
RL,74.0,8536,Pave,Lvl,Edwards,1Fam,1Story,2006,CompShg,VinylSd,None,0.0,TA,PConc,Gd,TA,No,Unf,1125,Gd,Y,SBrkr,1125,TA,Typ,0,NA,Attchd,Unf,2,TA,TA,Y,80,NA,NA,New,Partial,155000,2,64,No
RL,90.0,12376,Pave,Lvl,SawyerW,1Fam,2Story,1990,CompShg,Plywood,None,0.0,TA,PConc,Gd,TA,Mn,GLQ,1673,Gd,Y,SBrkr,3222,Gd,Typ,2,TA,Attchd,Unf,3,TA,TA,Y,367,NA,NA,WD,Normal,320000,4,0,No
RL,65.0,8461,Pave,Lvl,CollgCr,1Fam,2Story,2005,CompShg,VinylSd,None,0.0,TA,PConc,Gd,TA,No,Unf,728,Ex,Y,SBrkr,1456,Gd,Typ,1,Gd,Attchd,Fin,2,TA,TA,Y,0,NA,NA,New,Partial,163990,3,24,No
RL,70.0,21453,Pave,Low,ClearCr,1Fam,SLvl,1969,Metal,Plywood,None,0.0,TA,CBlock,TA,TA,Gd,ALQ,938,Ex,Y,SBrkr,988,TA,Typ,2,TA,Attchd,Unf,2,TA,TA,Y,0,NA,NA,WD,Normal,180000,2,130,No
RM,50.0,6060,Pave,Lvl,IDOTRR,1Fam,1.5Fin,1939,CompShg,AsbShng,None,0.0,TA,PConc,TA,TA,No,Unf,732,Gd,Y,SBrkr,1123,TA,Typ,0,NA,Detchd,Unf,1,TA,TA,P,0,NA,MnPrv,WD,Normal,100000,1,140,No
RL,75.0,9464,Pave,Lvl,NAmes,1Fam,1Story,1958,CompShg,MetalSd,BrkFace,135.0,Gd,CBlock,TA,TA,No,BLQ,1080,Gd,Y,SBrkr,1080,TA,Typ,0,NA,Attchd,Unf,1,TA,TA,Y,0,NA,NA,WD,Normal,136000,1,130,No
RL,55.0,7892,Pave,Lvl,SawyerW,TwnhsE,1Story,1993,CompShg,Plywood,None,0.0,TA,PConc,Gd,TA,No,GLQ,1199,Ex,Y,SBrkr,1199,Gd,Typ,0,NA,Attchd,RFn,2,TA,TA,Y,0,NA,NA,WD,Normal,153900,2,63,No
RL,48.0,17043,Pave,Lvl,NWAmes,1Fam,1Story,1979,CompShg,HdBoard,None,0.0,Gd,CBlock,Gd,Fa,No,Unf,1362,TA,Y,SBrkr,1586,TA,Typ,1,TA,Attchd,Unf,2,TA,TA,Y,192,NA,NA,WD,Normal,181000,2,0,No
RM,60.0,6780,Pave,Lvl,IDOTRR,2fmCon,1.5Fin,1935,CompShg,Wd Sdng,None,0.0,Fa,CBlock,TA,TA,Av,GLQ,520,Gd,N,SBrkr,754,TA,Typ,0,NA,NA,NA,0,NA,NA,N,53,NA,NA,WD,Normal,84500,2,0,No
RL,70.0,4928,Pave,Lvl,NPkVill,TwnhsE,1Story,1976,CompShg,Plywood,None,0.0,TA,CBlock,Gd,TA,No,ALQ,1078,TA,Y,SBrkr,958,TA,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,0,NA,NA,WD,Normal,128000,2,205,No
RM,55.0,4388,Pave,Bnk,OldTown,1Fam,1.5Unf,1930,CompShg,Wd Sdng,None,0.0,Gd,BrkTil,TA,TA,No,LwQ,672,Ex,Y,SBrkr,840,TA,Typ,1,TA,NA,NA,0,NA,NA,N,0,NA,NA,WD,Normal,87000,1,0,No
RL,69.0,7590,Pave,Lvl,NAmes,1Fam,2Story,1966,CompShg,VinylSd,BrkFace,266.0,TA,CBlock,TA,TA,No,BLQ,660,TA,Y,SBrkr,1348,TA,Typ,1,Fa,Attchd,RFn,2,TA,TA,Y,188,NA,NA,WD,Normal,155000,2,108,No
RL,69.0,8973,Pave,Lvl,NAmes,1Fam,1Story,1958,CompShg,Plywood,BrkFace,85.0,TA,CBlock,TA,TA,No,Rec,1008,TA,Y,FuseA,1053,Ex,Typ,0,NA,2Types,RFn,2,TA,TA,Y,0,NA,MnWw,WD,Abnorml,150000,3,80,No
RL,88.0,14200,Pave,Lvl,NAmes,1Fam,2Story,1966,CompShg,MetalSd,BrkFace,309.0,TA,CBlock,TA,TA,No,Rec,924,Ex,Y,SBrkr,2157,Gd,Typ,2,Gd,Attchd,Fin,2,TA,TA,Y,105,NA,GdPrv,WD,Normal,226000,3,66,No
RL,70.0,12224,Pave,Lvl,Gilbert,1Fam,2Story,2000,CompShg,VinylSd,BrkFace,40.0,TA,PConc,Gd,TA,No,GLQ,992,Ex,Y,SBrkr,2054,Gd,Typ,1,TA,BuiltIn,RFn,2,TA,TA,Y,24,NA,NA,WD,Normal,244000,4,48,No
RL,75.0,7388,Pave,Lvl,NAmes,1Fam,1Story,1959,CompShg,MetalSd,None,0.0,TA,CBlock,TA,TA,No,Rec,1063,Gd,Y,SBrkr,1327,Gd,Typ,0,NA,Detchd,Unf,2,TA,TA,Y,0,NA,NA,WD,Normal,150750,2,0,No
RL,70.0,6853,Pave,Lvl,Timber,1Fam,1Story,2001,CompShg,VinylSd,BrkFace,136.0,TA,PConc,Ex,TA,No,GLQ,1267,Ex,Y,SBrkr,1296,Gd,Typ,0,NA,Attchd,Fin,2,TA,TA,Y,192,NA,NA,WD,Normal,220000,3,25,No
RL,78.0,10335,Pave,Lvl,Sawyer,1Fam,1Story,1968,CompShg,Plywood,None,0.0,TA,CBlock,TA,TA,No,Rec,1461,Gd,Y,SBrkr,1721,TA,Min1,1,TA,Attchd,RFn,2,TA,TA,Y,0,NA,MnPrv,WD,Normal,180000,3,276,No
RL,80.0,10400,Pave,Lvl,NWAmes,1Fam,1Story,1970,CompShg,Plywood,BrkFace,288.0,TA,PConc,TA,TA,No,Unf,1304,Gd,Y,SBrkr,1682,TA,Typ,1,Gd,Attchd,Unf,2,TA,TA,Y,98,NA,MnPrv,WD,Normal,174000,2,0,No
RL,70.0,10355,Pave,Lvl,NAmes,1Fam,1Story,1967,CompShg,MetalSd,BrkFace,196.0,TA,CBlock,TA,TA,No,BLQ,1214,TA,Y,SBrkr,1214,TA,Typ,1,Fa,Attchd,RFn,1,TA,TA,Y,0,NA,NA,WD,Normal,143000,2,111,No
RL,82.0,11070,Pave,Lvl,Mitchel,Duplex,1Story,1988,CompShg,VinylSd,BrkFace,70.0,TA,CBlock,TA,TA,No,Unf,1907,Gd,Y,SBrkr,1959,TA,Typ,0,NA,2Types,Unf,3,TA,TA,Y,0,NA,NA,WD,Family,171000,3,0,No
RL,73.0,9066,Pave,Lvl,CollgCr,1Fam,2Story,1999,CompShg,VinylSd,BrkFace,320.0,TA,PConc,Gd,TA,Mn,GLQ,1004,Ex,Y,SBrkr,1852,Gd,Typ,2,TA,Attchd,Fin,3,TA,TA,Y,224,NA,GdPrv,WD,Normal,230000,3,106,No
RL,65.0,15426,Pave,Lvl,CollgCr,1Fam,2Story,1997,CompShg,VinylSd,None,0.0,TA,PConc,Gd,TA,No,GLQ,928,Ex,Y,SBrkr,1764,Gd,Typ,0,NA,Attchd,RFn,2,TA,TA,Y,276,NA,MnPrv,WD,Normal,231500,4,99,No
RL,70.0,10500,Pave,Lvl,NAmes,1Fam,1Story,1971,CompShg,HdBoard,None,0.0,TA,CBlock,TA,TA,No,ALQ,864,TA,Y,SBrkr,864,TA,Typ,1,Po,NA,NA,0,NA,NA,Y,0,NA,NA,ConLI,Normal,115000,1,0,No
RL,78.0,11645,Pave,Lvl,CollgCr,1Fam,1Story,2005,CompShg,VinylSd,None,0.0,TA,PConc,Gd,TA,Av,GLQ,1734,Ex,Y,SBrkr,1734,Gd,Typ,0,NA,Attchd,Fin,2,TA,TA,Y,160,NA,NA,WD,Normal,260000,3,24,No
RL,71.0,8520,Pave,Lvl,NAmes,1Fam,1.5Fin,1952,CompShg,Wd Sdng,None,0.0,Fa,CBlock,TA,TA,No,Rec,910,Fa,Y,SBrkr,1385,TA,Typ,0,NA,Detchd,Unf,2,TA,TA,Y,0,NA,MnPrv,WD,Normal,166000,2,0,No
RL,78.0,10335,Pave,Lvl,CollgCr,1Fam,1Story,1999,CompShg,VinylSd,BrkFace,183.0,TA,PConc,Gd,TA,Gd,GLQ,1490,Ex,Y,SBrkr,1501,Gd,Typ,0,NA,Attchd,RFn,2,TA,TA,Y,144,NA,NA,WD,Normal,204000,3,29,No
RM,70.0,9100,Pave,Lvl,Sawyer,Duplex,1Story,1963,CompShg,HdBoard,BrkFace,336.0,TA,CBlock,TA,TA,No,Rec,1728,TA,Y,SBrkr,1728,TA,Typ,0,NA,Detchd,Unf,2,TA,TA,Y,0,NA,NA,ConLI,Abnorml,125000,3,0,No
RM,24.0,2522,Pave,Lvl,Edwards,Twnhs,2Story,2004,CompShg,VinylSd,Stone,50.0,TA,PConc,Gd,TA,No,Unf,970,Ex,Y,SBrkr,1709,Gd,Maj1,0,NA,Detchd,Unf,2,TA,TA,Y,0,NA,NA,WD,Normal,130000,2,40,No
RM,51.0,6120,Pave,Lvl,BrkSide,1Fam,1Story,1931,CompShg,Wd Sdng,None,0.0,TA,BrkTil,TA,TA,No,BLQ,715,TA,Y,FuseA,875,TA,Typ,0,NA,Detchd,Unf,1,Fa,TA,Y,48,NA,NA,WD,Normal,105000,2,0,No
RL,70.0,9505,Pave,Lvl,Gilbert,1Fam,2Story,2001,CompShg,VinylSd,BrkFace,180.0,TA,PConc,Gd,TA,No,Unf,884,Ex,Y,SBrkr,2035,Gd,Typ,1,Gd,BuiltIn,Fin,2,TA,TA,Y,144,NA,NA,WD,Normal,222500,3,48,No
RL,63.0,7500,Pave,Lvl,SawyerW,1Fam,1Story,2004,CompShg,VinylSd,BrkFace,120.0,TA,PConc,Gd,TA,No,GLQ,1080,Ex,Y,SBrkr,1080,Gd,Typ,0,NA,NA,NA,0,NA,NA,Y,0,NA,NA,WD,Normal,141000,2,0,No
RM,70.0,6240,Pave,Lvl,BrkSide,1Fam,1.5Fin,1936,CompShg,MetalSd,None,0.0,TA,BrkTil,Gd,TA,No,Unf,896,Gd,Y,FuseA,1344,TA,Typ,0,NA,Detchd,Unf,1,Fa,TA,Y,200,NA,NA,WD,Normal,115000,1,114,No
RL,120.0,10356,Pave,Lvl,CollgCr,1Fam,1Story,1975,CompShg,HdBoard,None,0.0,TA,CBlock,TA,TA,Av,BLQ,969,TA,Y,SBrkr,969,TA,Typ,0,NA,Attchd,Unf,2,TA,TA,Y,0,NA,MnPrv,WD,Normal,122000,2,0,No
RL,107.0,13891,Pave,Lvl,NridgHt,1Fam,1Story,2007,CompShg,VinylSd,Stone,436.0,TA,PConc,Ex,TA,Gd,GLQ,1710,Ex,Y,SBrkr,1710,Gd,Typ,1,Gd,Attchd,RFn,3,TA,TA,Y,0,NA,NA,New,Partial,372402,3,102,No
RL,70.0,14803,Pave,Lvl,NWAmes,1Fam,2Story,1971,CompShg,HdBoard,BrkFace,252.0,TA,CBlock,TA,TA,No,Rec,825,Gd,Y,SBrkr,1993,TA,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,0,NA,GdWo,WD,Normal,190000,3,66,No
RL,70.0,13500,Pave,Lvl,ClearCr,1Fam,1Story,1960,CompShg,Plywood,None,0.0,TA,CBlock,Gd,TA,Gd,BLQ,1602,Gd,Y,SBrkr,1252,TA,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,409,NA,NA,WD,Normal,235000,2,0,No
RM,84.0,11340,Pave,Lvl,OldTown,1Fam,1Story,1923,CompShg,Wd Sdng,None,0.0,TA,BrkTil,TA,TA,No,Unf,1200,TA,Y,FuseA,1200,TA,Typ,0,NA,Detchd,Unf,1,Fa,Fa,Y,0,NA,NA,WD,Family,125000,1,228,No
RL,60.0,9600,Pave,Lvl,Edwards,1Fam,1.5Fin,1924,CompShg,Wd Sdng,None,0.0,TA,BrkTil,TA,TA,No,Unf,572,Fa,N,FuseF,1096,TA,Typ,0,NA,NA,NA,0,NA,NA,N,0,NA,NA,WD,Normal,79000,1,136,No
RL,60.0,7200,Pave,Lvl,NAmes,1Fam,1Story,1950,CompShg,Wd Sdng,None,0.0,TA,CBlock,NA,NA,NA,NA,0,TA,Y,FuseF,1040,TA,Typ,0,NA,Detchd,Unf,2,TA,TA,Y,0,NA,NA,WD,Normal,109500,1,0,No
RL,92.0,12003,Pave,Lvl,Timber,1Fam,2Story,2009,CompShg,VinylSd,BrkFace,84.0,TA,PConc,Ex,TA,No,Unf,774,Ex,Y,SBrkr,1968,Ex,Typ,1,Gd,BuiltIn,Fin,3,TA,TA,Y,0,NA,NA,New,Partial,269500,3,75,No
FV,100.0,12552,Pave,Lvl,Somerst,1Fam,2Story,2004,CompShg,VinylSd,None,0.0,TA,PConc,Gd,TA,No,GLQ,991,Ex,Y,SBrkr,1947,Gd,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,0,NA,GdWo,WD,Normal,254900,3,136,No
RL,134.0,19378,Pave,HLS,Gilbert,1Fam,2Story,2005,CompShg,VinylSd,BrkFace,456.0,TA,PConc,Gd,TA,Mn,GLQ,1392,Ex,Y,SBrkr,2462,Gd,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,239,NA,NA,New,Partial,320000,4,132,No
RL,70.0,11120,Pave,Lvl,Veenker,1Fam,1Story,1984,CompShg,Plywood,None,0.0,TA,PConc,Gd,TA,No,BLQ,1232,TA,Y,SBrkr,1232,TA,Typ,0,NA,Attchd,Unf,2,TA,TA,Y,0,NA,NA,WD,Normal,162500,2,0,No
RL,110.0,13688,Pave,Lvl,NridgHt,1Fam,2Story,2003,CompShg,VinylSd,BrkFace,664.0,TA,PConc,Ex,TA,Av,GLQ,1572,Ex,Y,SBrkr,2668,Ex,Typ,2,Gd,BuiltIn,Fin,3,TA,TA,Y,400,NA,NA,WD,Normal,412500,4,0,No
RL,95.0,12182,Pave,Lvl,NridgHt,1Fam,1Story,2005,CompShg,VinylSd,BrkFace,226.0,TA,PConc,Gd,TA,Mn,BLQ,1541,Ex,Y,SBrkr,1541,Gd,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,0,NA,NA,New,Partial,220000,2,70,No
RL,55.0,5500,Pave,Lvl,OldTown,1Fam,1.5Unf,1956,CompShg,MetalSd,None,0.0,TA,CBlock,TA,TA,No,Unf,882,Ex,Y,SBrkr,882,TA,Typ,0,NA,NA,NA,0,NA,NA,Y,0,NA,MnPrv,WD,Normal,103200,1,0,No
RM,40.0,5400,Pave,Lvl,OldTown,1Fam,1Story,1926,CompShg,MetalSd,None,0.0,Gd,BrkTil,TA,TA,Mn,LwQ,1149,Gd,Y,FuseA,1616,Gd,Typ,0,NA,Detchd,Unf,1,TA,TA,Y,0,NA,NA,WD,Normal,152000,2,183,No
RL,62.0,10106,Pave,Lvl,Edwards,2fmCon,1.5Fin,1940,CompShg,Wd Sdng,None,0.0,Gd,BrkTil,TA,TA,No,ALQ,644,Gd,Y,SBrkr,1355,TA,Typ,0,NA,NA,NA,0,NA,NA,Y,140,NA,NA,WD,Normal,127500,3,0,No
RL,70.0,10708,Pave,Lvl,ClearCr,1Fam,1Story,1955,CompShg,Wd Sdng,None,0.0,TA,CBlock,TA,TA,No,LwQ,1617,Ex,Y,FuseA,1867,TA,Typ,3,Gd,Attchd,Fin,1,TA,TA,Y,476,NA,GdWo,COD,Normal,190000,2,142,No
RL,86.0,10562,Pave,Lvl,NridgHt,1Fam,2Story,2007,CompShg,VinylSd,Stone,300.0,TA,PConc,Ex,TA,No,GLQ,1582,Ex,Y,SBrkr,2161,Ex,Typ,1,Gd,Attchd,Fin,3,TA,TA,Y,178,NA,NA,New,Partial,325624,3,120,No
RL,62.0,8244,Pave,Lvl,Gilbert,1Fam,2Story,2004,CompShg,VinylSd,None,0.0,TA,PConc,Gd,TA,No,Unf,840,Ex,Y,SBrkr,1720,Gd,Typ,1,Gd,Attchd,Fin,2,TA,TA,Y,100,NA,NA,WD,Normal,183500,3,48,No
RL,70.0,16669,Pave,Lvl,Timber,1Fam,1Story,1981,WdShake,Plywood,BrkFace,653.0,TA,CBlock,Gd,TA,No,Unf,1686,TA,Y,SBrkr,1707,TA,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,574,NA,NA,WD,Normal,228000,3,64,No
RM,70.0,12358,Pave,Lvl,OldTown,1Fam,1.5Fin,1941,CompShg,MetalSd,None,0.0,TA,CBlock,TA,TA,No,Rec,720,TA,Y,SBrkr,1382,TA,Typ,0,NA,Detchd,Unf,2,TA,TA,Y,237,NA,NA,WD,Normal,128500,2,0,No
RL,141.0,31770,Pave,Lvl,NAmes,1Fam,1Story,1960,CompShg,Plywood,Stone,112.0,TA,CBlock,TA,Gd,Gd,BLQ,1080,Fa,Y,SBrkr,1656,TA,Typ,2,Gd,Attchd,Fin,2,TA,TA,P,210,NA,NA,WD,Normal,215000,2,62,No
RL,44.0,5306,Pave,Lvl,StoneBr,TwnhsE,2Story,1987,CompShg,HdBoard,None,0.0,Gd,PConc,Gd,Gd,No,GLQ,1064,Gd,Y,SBrkr,1767,Gd,Typ,1,TA,Attchd,RFn,2,Gd,TA,Y,441,NA,NA,WD,Normal,239000,3,35,No
RL,80.0,10197,Pave,Lvl,NAmes,1Fam,1Story,1961,CompShg,Wd Shng,BrkCmn,491.0,TA,CBlock,TA,TA,No,ALQ,1362,TA,Y,SBrkr,1362,TA,Typ,1,TA,Attchd,Unf,2,TA,TA,Y,0,NA,NA,COD,Normal,163000,3,20,No
RL,47.0,12416,Pave,Lvl,Timber,1Fam,1Story,1986,CompShg,Plywood,Stone,132.0,TA,CBlock,Gd,Fa,No,ALQ,1606,TA,Y,SBrkr,1651,TA,Min2,1,TA,Attchd,Fin,2,TA,TA,Y,192,NA,NA,WD,Normal,184000,3,0,No
RL,84.0,12615,Pave,Lvl,Edwards,1Fam,1Story,1950,CompShg,Wd Shng,None,0.0,TA,CBlock,TA,Gd,Av,ALQ,1202,TA,Y,SBrkr,2158,Gd,Typ,1,Gd,Attchd,Unf,2,TA,TA,Y,0,NA,MnPrv,WD,Normal,243000,3,68,No
RL,97.0,10029,Pave,Lvl,ClearCr,1Fam,2Story,1988,CompShg,Plywood,BrkFace,268.0,TA,PConc,Gd,TA,No,GLQ,1151,TA,Y,SBrkr,2060,TA,Typ,1,TA,Attchd,Unf,2,TA,TA,Y,0,NA,NA,WD,Normal,211000,4,420,No
